video_id,video_length,view_count,likes,comments,shares,description,create_time,hashtag_count
7153285446670241066,27000,11400000,330800,3705,2726,starting the holiday season early with the @Amazon prime early access sale! shop my favorite deals and more at the link in my bio from oct 11 + 12 only for prime members!! #founditonamazon #ad,1665504084,4
7153007717505010990,5000,64300000,8500000,53300,53900,two hours!!!@officialdwts @disneyplus @markballas1,1665439399,0
7152580741782605098,5000,22600000,2400000,15700,10200,show day tomorrow!!!!,1665339990,0
7151975387910737194,7000,55100000,5100000,29800,48500,@markballas1 dc @Jeremiah Mitchell,1665199044,0
7150421869215190318,7000,19300000,1100000,6080,4859,live at 5p/8e on @disneyplus text CHARLI to 21523 to vote!! @officialdwts,1664837336,0
7150354414857915690,5000,28200000,2700000,8605,9211,sneak peak of my costume for tonight in the back!!,1664821637,0
7150009150800579886,32000,15900000,1300000,4951,6418,lol i forgot to finish this but this is my vlog  from last monday!! so excited for show day tomorrow @officialdwts @disneyplus @markballas1,1664741243,0
7148993057831144750,49000,13600000,618600,4111,1582,watch the dam show!!!,1664504667,0
7148915565149769006,31000,11300000,495700,2172,1233,season 2 @dameliosonhulu !!,1664486627,0
7148530320453979438,30000,11000000,403200,2781,1099,season 2 is here @The D’Amelio Show on Hulu!!! stream episodes 1 & 2 now on @hulu #thedamelioshow,1664396932,2
7147842345604533546,6000,16200000,1300000,8236,15800,@officialdwts is live rn on @disneyplus go vote for @markballas1 and i now!!! 💙💛 text CHARLI to 21523 to vote!!!!,1664236742,0
7147770526742711594,9000,12700000,898200,6992,8973,less than 5 hours until @officialdwts is live who’s ready,1664220036,0
7147486131435752746,5000,16200000,1000000,4233,1127,who is excited?!! live tomorrow 5pm pt/8pm et on @Disney+ @officialdwts @markballas1 don’t forget you can start voting for mark and i right when the show goes live!!!,1664153809,0
7147398320875392298,13000,64100000,6900000,41300,79100,dc @SAGE,1664133360,0
7147083019759684910,15000,17500000,1400000,5275,5636,working hard or hardly working @Mark Ballas @Dancing with the Stars #DWTS,1664059950,0
7146816450492255531,30000,12500000,560100,4538,1607,#duet with @mrbeast #photoleapai #greenscreen @Photoleap by Lightricks,1663997908,6
7146664152285613354,30000,10000000,517500,3574,2361,"#socialtouristcofounder september drop available online, at @social tourist melrose and in hollister stores worldwide #wethetourists",1663962423,4
7146273169039576362,20000,19400000,670600,4790,8037,#spotifypartner love this new #getreadywithmusic feature on @Spotify! make a playlist inspired by your outfit at spotify.com/getreadywithmusic (link to my playlist in bio),1663871404,4
7146222477943885099,10000,12300000,901700,7005,46000,#PradaSS23 live now on @Prada,1663859614,2
7145553865545649454,11000,37000000,4400000,16700,19600,ahhhhhh @officialdwts,1663703924,0
7145237399029828910,7000,16600000,1500000,7150,14800,30 minutes and we are live and you guys can vote for me and mark!!!! @officialdwts,1663630233,0
7145116147929648427,9000,32800000,3700000,36400,18500,who’s excited for today?!!! @Dancing with the Stars #DWTS,1663602017,0
7144937431337520430,12000,17900000,2400000,6359,2238,if you told me a few years ago that i would be on dancing with the stars i never would have believed you i know little me would be so proud i cannot wait for tomorrow!!! ❤️❤️,1663560398,0
7144124669338144046,14000,12100000,396400,4075,1573,"playing with @Photoleap by Lightricks new AI feature , loving the edits you can make with these !! Just typing in 3 words can make an awesome pic like this with the fam !",1663371153,0
7143120977562438954,15000,81700000,10500000,49400,84100,@Landon Barker dc @madsywadsy01,1663137471,0
7141848750812564779,44000,16000000,814400,8000,6040,@born dreamer by cd is available to shop at both @Ulta Beauty & @MorpheOfficial ⭐️ #borndreamer,1662841243,2
7141817229032574250,10000,20300000,2300000,20200,10100,,1662833904,0
7140684043275881770,43000,14300000,672500,9619,3508,join the blisslights evolution @blisslightsofficial #blisslightspartner #neverstopevolving,1662570069,4
7140640346169494830,9000,20700000,2500000,13200,21000,@dixie,1662559895,0
7140131335523290410,12000,16300000,1400000,14000,19600,lol,1662441380,0
7138996730758024494,10000,43000000,6100000,66100,93000,,1662177206,0
7138536238839254318,5000,43600000,6300000,54600,30200,i start rethinking my entire life,1662069990,0
7138461641510800683,57000,15900000,996800,6263,4588,download @fitonapp for free link in bio #fitonpartner,1662052623,2
7137423965982592302,11000,22000000,2100000,22500,17200,,1661811018,0
7137423649878838570,117000,17500000,1400000,7075,9119,unboxing @prada #pradatropico,1661810945,2
7137407060920012078,55000,22700000,2600000,27000,17400,,1661807082,0
7137405143707913515,15000,49700000,5000000,54500,97100,dc @larsgummer ill redo this better later lol,1661806636,0
7136744297797291306,6000,34800000,3600000,35200,7872,gourmet,1661652771,0
7136286866873011502,7000,110200000,11400000,159300,42800,i just wanted to see if i could do this,1661546267,0
7133648542488497454,10000,30600000,1200000,53100,3789,how do i know what colors look good on me i’m so confused,1660931985,0
7133262222926548266,8000,51700000,5600000,34900,6812,thanks @dixiedamelio #greenscreen,1660842038,2
7132992456865402155,14000,18600000,1200000,9565,2576,edited in @videoleap_by_lightricks,1660779227,0
7132623003887602990,9000,17300000,885000,15200,16600,@borndreamerbycd is now available at @morpheofficial us & canada stores⭐️ #borndreamer,1660693207,2
7131273183172545838,8000,35000000,2800000,21600,28200,@avani,1660378937,0
7131255528642366766,10000,53800000,6700000,48700,51900,@avani,1660374824,0
7129983492565339438,11000,33400000,2900000,17300,10300,#greenscreen,1660078648,2
7128622704504180014,11000,69200000,5200000,38400,25700,#duet with @Brooke Monk sorry im late also please help me find dance credits i cant find them anywhere next up @dixiedamelio @landonbarkerr,1659761790,2
7128281554153000234,8000,39200000,3100000,33100,18000,@avani @thecarterb,1659682391,0
7128251055246167339,6000,56800000,6400000,27800,49900,@avani,1659675285,0
7128119622427266350,6000,21200000,868900,7817,1974,a little @born dreamer by cd edit⭐️ @Videoleap,1659644682,0
7125852701413428526,75000,28600000,1100000,10900,11200,some of my favorite things rn ⭐️ shop @borndreamerbycd now at @ultabeauty stores and ulta.com,1659116873,0
7124465994462137646,59000,27900000,663400,13100,9722,pt. 5: shop @borndreamerbycd now at @ultabeauty stores and ulta.com ⭐️,1658794006,0
7124462385145941290,55000,19200000,526500,4004,4322,pt 4: @borndreamerbycd dream team ⭐️,1658793165,0
7124459712103402795,59000,17400000,679400,3282,3412,pt 3: @borndreamerbycd,1658792543,0
7124459382057831723,56000,15000000,418300,2976,3387,pt 2: why i chose the @borndreamerbycd star ⭐️,1658792466,0
7124458804615433518,58000,14000000,369700,3058,5244,pt 1: answering some of your questions about @born dreamer by cd ⭐️,1658792332,0
7123294779160644910,155000,22400000,1000000,17100,19500,#socialtouristcofounder try on the @social tourist summer drop with me #wethetourists,1658521312,4
7123077381564157227,8000,34700000,3500000,19500,23400,@avani,1658470697,0
7123076799730437422,8000,35500000,3500000,24400,20200,@avani,1658470560,0
7123071199139089706,7000,36400000,3800000,14800,16900,@avani,1658469256,0
7122647914999975214,14000,18200000,675800,5982,2516,the making of @borndreamerbycd ⭐️ out now on my youtube channel!!,1658370700,0
7122558795292790062,14000,18300000,1000000,13100,31000,@dixiedamelio,1658349951,0
7122523353071635754,59000,15000000,616700,6566,8612,@born dreamer by cd star bottle and refill available at @Ulta Beauty stores and ulta.com ⭐️,1658341700,0
7120099622676106539,12000,24700000,1800000,16600,10800,@avani,1657777381,0
7120041025355140398,8000,61900000,7400000,42900,52600,@avani,1657763736,0
7119516726659730730,58000,22200000,981100,13200,15900,it’s @Amazon prime day! shop my favorite finds and more in my bio #founditonamazon #ad,1657641665,4
7119207922076355883,20000,21600000,1300000,11100,7886,this is half my drafts a bunch of unfinished vlogs lol also we didnt get tattoos and went to dinner at 8,1657569765,0
7118943022230015278,6000,20900000,1400000,18500,18400,@avani,1657508089,0
7118942530976156970,8000,20500000,1600000,9624,11400,@avani,1657507974,0
7118941191269436718,5000,19500000,1300000,7276,7810,@Carter Gregory,1657507661,0
7118934022885051690,13000,49500000,4900000,35400,60100,@avani,1657505993,0
7118838157931597099,8000,16700000,941200,9012,1603,hi @dixiedamelio!! use one of dixie's templates on videoleap and post on social media with #videoleap for the chance to be in her “someone to blame” music video,1657483673,2
7118168894287662379,8000,37500000,4500000,90800,64800,,1657327847,0
7117437469431303470,14000,21600000,1500000,23600,35100,@dixie,1657157550,0
7117436504955227438,38000,16700000,1000000,8909,11200,whats ur fav song off of dixies album a letter to me?,1657157325,0
7117346353465838891,25000,16700000,1200000,14300,24200,unbox @borndreamerbycd with me⭐️ shop now at @ultabeauty stores and ulta.com #borndreamer #ultabeauty,1657136336,4
7116222690737786158,10000,25300000,1600000,21200,10400,@borndreamerbycd ⭐️ available at @Ulta Beauty and ulta.com #borndreamer #ultabeauty,1656874712,4
7115967651385445674,17000,64300000,5600000,33000,67100,@Markell Washington dc @KARA,1656815331,0
7115471932119649582,18000,23300000,1200000,19200,7512,fully recyclable and refillable @borndreamerbycd ⭐️ shop now at @Ulta Beauty  stores and ulta.com #borndreamer  #ultabeauty,1656699913,4
7114035546669747502,28000,25900000,1300000,26100,5254,my first @VidCon! i had the best time meeting everyone and hosting my first panel with @BrandonB and @Lightricks. link in bio to use my vidcon recap template on @Videoleap,1656365477,0
7113729511614598443,46000,22300000,1400000,16900,10400,@borndreamerbycd is here⭐️ shop now at select @Ulta Beauty stores nationwide and ulta.com,1656294223,0
7112862573166382379,26000,29100000,1200000,51500,20600,claim my gifts from @drink mymuse!! check the comments for more,1656092373,0
7112216891095256366,78000,41700000,1500000,172400,27800,"here are a few of my favorite things for you to decorate, work, study, stay organized and everything in between from @Amazon  #founditonamazon #amazon #ad",1655942037,6
7112207440057322794,35000,22600000,1000000,26400,4722,@born dreamer by cd,1655939837,0
7111913856460639534,10000,37000000,3000000,44600,36900,@:) @arrington171 @katarina d,1655871482,0
7111912749298666798,5000,53900000,5700000,41100,51000,@zoifishh @Arrington @Luis,1655871224,0
7111739306355494187,50000,21900000,843300,14500,10300,my first template on @Videoleap is in my link in bio!!,1655830841,0
7110362140749385002,151000,29400000,1400000,24800,25600,#socialtouristcofounder @socialtourist june drop try on haul #wethetourists,1655510194,4
7110351609976212782,1000,39300000,3900000,30400,17300,dress,1655507743,0
7110006769417588010,17000,22800000,1500000,14400,14000,@social tourist,1655427453,0
7109932245040844075,9000,18400000,890700,12200,17500,see you at vidcon! @The247 @Lightricks,1655410102,0
7109611188123651370,10000,88000000,7600000,95500,301400,dc @claire,1655335350,0
7109143293979708718,123000,18300000,927700,19200,18600,@borndreamerbycd ★ launching exclusively at @Ulta Beauty on 6.26,1655226410,0
7108864747465919786,14000,16900000,851900,7940,6170,@Born Dreamer by CD,1655161555,0
7107729264081947947,19000,28600000,2700000,20400,13100,,1654897180,0
7107349007596391722,11000,20700000,1500000,24400,23200,,1654808645,0
7106635633996762414,11000,26400000,2700000,28700,20500,had to see if i could 1 up myself dc @brycemckenzie,1654642551,0
7106375053222104362,10000,41400000,4700000,60300,30400,this was the best i could do credit  @Bryce McKenzie,1654581879,1
7104791247084064042,43000,21500000,1200000,15800,5650,some of my fav finds rn from @Amazon customers’ most-loved #ad #founditonamazon #amazon,1654213120,6
7104753867232955691,7000,22500000,2000000,12100,20800,prom @j_rog5,1654204417,0
7104011929865407790,16000,28900000,2600000,23700,11400,movie night @Takis #takispartner,1654031671,2
7103287227119095083,13000,31200000,3400000,29000,84800,@gemma huck dc @Sophie Rodriguez,1653862938,0
7102719342223101230,15000,26600000,2700000,27500,56400,@avani,1653730722,0
7099958928162753834,9000,26800000,2300000,36000,20500,,1653088008,0
7099863274434645294,157000,22700000,1600000,16200,18000,#socialtouristcofounder try on @socialtouristt may drop with me #wethetourists,1653065738,4
7099724766981917998,14000,29300000,3300000,12100,12000,,1653033492,0
7099723707668663598,18000,47700000,5900000,15600,29100,@dixiedamelio @noah beck dc @itsgabrielluis,1653033247,0
7099716992898403630,11000,17700000,1300000,6594,13300,,1653031684,0
7099714906144001323,18000,20800000,2200000,7548,23900,@dixie dc @Gabriel Luis Pascual,1653031207,0
7099643677391506734,10000,20100000,2100000,15600,21900,,1653014608,0
7099186221750013226,25000,26700000,3100000,25800,21500,life is fuego @Takis #takispartner,1652908098,2
7098466211926773034,9000,15100000,1000000,11100,5504,🦋 edited on @Videoleap,1652740458,0
7098231464826768682,18000,18300000,1800000,11500,6788,tattoo day @avani @arrington171 @user836629909,1652685805,0
7098230382167969070,11000,19400000,1800000,8257,25200,@:) @avani @Arrington,1652685554,0
7098120067568700715,65000,17200000,2100000,12900,6194,,1652659864,0
7097840723193580846,9000,22200000,2800000,23100,10900,what i did today,1652594826,0
7097308507480821038,14000,40200000,3200000,30300,163000,dc @Spencer Wattenberg,1652470909,0
7097297832528432430,13000,13300000,915600,11100,21100,,1652468423,0
7097296692344737070,157000,14400000,1600000,8788,4371,,1652468158,0
7096948300313529643,28000,14200000,1400000,21300,3614,#answer to @_.chrlzedits,1652387041,2
7096947286235794730,13000,10500000,629400,6765,1719,#answer to @...dye.multzs0,1652386806,2
7096946862707608878,13000,11800000,768300,4117,1522,#answer to @smurfavs,1652386707,2
7096946178037861678,27000,19800000,2300000,8599,4143,#answer to @corasiconic,1652386548,2
7096944719514651950,51000,16600000,1600000,10700,3773,#answer to @cocoarxe,1652386208,2
7096942660199386414,15000,12500000,1100000,8439,1789,#answer to @mangorcs,1652385728,2
7096942262550105387,56000,7000000,537600,4542,1225,#answer to @styledvnkiies,1652385636,2
7096940106715499822,43000,7100000,467800,6164,1068,#answer to @dnkiics,1652385134,2
7096939299203124526,36000,8600000,838300,6030,1235,#answer to @💌,1652384946,2
7096937540569025835,15000,15000000,1400000,9303,2153,#answer to @✧,1652384536,2
7096937183654956334,9000,7500000,530100,4724,1213,#answer to @Subway Surfers mostly,1652384453,2
7096936953765170478,7000,6600000,426800,3421,1041,#answer to @Rafif @drinkmymuse,1652384402,2
7096936539548208430,15000,7100000,511100,3737,1460,#answer to @xo.blanka.ruby.xo,1652384303,2
7096935947123707179,43000,7400000,639200,6250,2134,#answer to @charslduck,1652384169,2
7096933274282593582,11000,8200000,701900,12200,10300,,1652383543,0
7096930523745897770,5000,27300000,3200000,27500,61400,@social tourist @drink mymuse,1652382903,0
7095528698484411694,78000,13100000,1400000,11700,3837,happy mother’s day mom! love you @heididamelio!! thank you @shoutable.me for helping us surprise her #shoutyourlove #shoutablepartner,1652056514,4
7095489223830195502,19000,41400000,6000000,18000,8215,mother’s day surprise for @heididamelio! @shoutable.me #shoutyourlove #shoutablepartner,1652047325,4
7094841411656338730,15000,25800000,3200000,30300,42700,i got a new recorder,1651896493,0
7094640604528921899,24000,15900000,784400,11100,3103,dixie and i got our mom a billboard for mother’s day on @shoutable.me!! link in bio to get your own #shoutyourlove #shoutablepartner,1651849740,4
7093924867283635499,13000,33100000,2100000,11200,16100,@noahbeck @larrayeeee dc @Jalani Jones,1651683094,0
7093738486595095854,15000,15200000,992100,12400,5541,,1651639700,0
7093680703233264942,7000,20900000,2200000,11900,44700,the last clip is me running to the elevator because i’m late for dinner,1651626244,0
7093631452075756846,9000,20300000,2200000,19000,42500,,1651614777,0
7093610532888005934,8000,12900000,912000,21300,22200,#stitch with @imdavidhammond,1651609907,2
7093604748682693930,9000,16700000,1200000,9640,4715,@Markell Washington,1651608560,0
7093603566144802091,8000,16700000,1800000,9139,9848,@avani,1651608285,0
7093388218577505582,6000,16700000,1500000,11800,17700,@:),1651558147,0
7093016777713716526,7000,23400000,2600000,20100,12100,@zoifishh,1651471664,0
7092995564891065642,10000,14400000,1400000,14200,7911,ky ky rubes,1651466724,0
7092949712445213995,7000,19500000,2600000,29800,8109,18,1651456048,0
7092945967024147758,9000,13800000,1400000,12800,14000,@haley sharpe @soph,1651455177,0
7092807126816541998,17000,23900000,3600000,125000,12100,,1651422850,0
7091948046518373674,25000,24300000,2900000,124400,15300,,1651222836,0
7091922463721917742,29000,18300000,2100000,24700,8682,,1651216877,0
7091921591243738410,59000,12800000,1200000,12800,3543,,1651216685,0
7091919958904671534,17000,17700000,1400000,15700,8642,,1651216295,0
7091919524215131435,15000,10900000,874900,6365,2823,,1651216192,0
7091919407856897326,15000,13900000,1300000,9514,3333,,1651216165,0
7091748943855504682,11000,15700000,2000000,42300,88200,,1651176472,0
7091055429781998894,10000,15600000,1900000,36600,26900,,1651015000,0
7091052863547477294,8000,31000000,4800000,43100,16600,,1651014403,0
7089514919472680235,12000,20100000,2200000,36700,59100000,,1650656323,0
7088496551051463979,15000,25100000,3000000,35000,3300000,@Jordan Turpin dc @Tik Tok,1650419215,0
7088452556413766955,28000,14400000,970000,16300,2900000,two weeks left to win #stepfest!! @Step is gifting $25k and a @The Chainsmokers concert. link in bio!!,1650408972,0
7088067789189106986,8000,21500000,2600000,30200,543400,,1650319386,0
7087721616263859502,6000,21800000,2600000,23800,550700,@avani,1650238786,0
7087721003996204334,13000,18100000,2000000,11500,156700,@avani,1650238644,0
7087359010596228394,6000,20900000,2300000,20500,5600000,@dixie,1650154361,0
7087345074849303850,7000,15400000,1500000,14800,352500,,1650151116,0
7085840343232564526,56000,20400000,2200000,44900,2100000,@Halo Collar,1649800768,0
7085412984855661870,15000,36200000,5400000,76800,200300,dc @tdfw.shot,1649701267,0
7084857697731972394,7000,49300000,7300000,53600,110800,lol @Nickelodeon,1649571980,0
7084112832127798574,13000,31500000,3300000,19500,39200,@dixie @avani @noahbeck,1649398553,0
7084103561352711470,13000,32600000,3700000,15200,56300,@avani,1649396397,0
7083960624757198122,25000,29400000,3500000,20700,47100,@LEAH KATE,1649363113,0
7083015284445138222,15000,27200000,3500000,32700,120500,@avani,1649143012,0
7082896796502183214,9000,17500000,1500000,23400,23500,,1649115421,0
7082896620920294702,9000,26500000,3500000,27800,21000,,1649115380,0
7082857265132473646,9000,39100000,6000000,76800,254500,,1649106217,0
7082615529474657578,9000,63000000,10400000,48300,55300,@noah beck,1649049934,0
7082299762766187822,10000,19300000,1900000,21000,25400,@avani @The Rock,1648976418,0
7082128874984836395,10000,18900000,2300000,24100,49800,@avani,1648936625,0
7082125809854450987,9000,24400000,3100000,16300,23200,@avani,1648935911,0
7082092198938004778,9000,21300000,2500000,17100,23900,@Anfony  @avani,1648928086,0
7080979567103479083,11000,19600000,2100000,26700,25600,,1648669031,1
7080703290085788970,7000,25100000,3000000,35300,78700,@socialtourist,1648604705,0
7080702758562630958,17000,14600000,1100000,14100,67000,#socialtouristcofounder styling my favorite pieces from @social tourist march drop #wethetourist,1648604581,4
7079989587983994154,5000,22600000,2600000,29100,30500,hehe,1648438533,0
7079658015783177515,7000,32900000,4800000,38700,200900,,1648361334,0
7079652098412940587,10000,26500000,3100000,28900,144100,dc @jusalittlethc,1648359956,0
7079450349379259694,9000,16300000,1300000,17800,122900,,1648312982,0
7079241900456398126,7000,16300000,1700000,13400,7163,family!,1648264449,0
7079174248899579179,9000,25900000,3200000,21000,35700,,1648248697,0
7078821958955060526,7000,27600000,4300000,19800,29000,,1648166674,0
7078220641354239278,12000,16500000,1900000,28200,21500,my best friend@avani,1648026673,0
7078218833961553198,12000,20400000,2800000,12100,11200,@avani @irisapatow @livbedumb @mezafram,1648026251,0
7077597109544963370,9000,27500000,3900000,35700,8848,,1647881492,0
7077462602338716974,7000,19500000,1800000,20800,4283,filters,1647850177,0
7077462027052125482,13000,11400000,965300,8052,6025,@avani,1647850045,0
7077387210487762222,5000,12700000,1200000,7723,5760,@chloe @avani,1647832620,0
7077351069600304430,15000,17200000,2300000,15200,17900,dc @avani,1647824205,0
7077348135277759787,15000,10300000,1100000,7891,9326,@avani,1647823522,0
7074109803479567662,8000,19800000,2400000,39000,26800,,1647069540,0
7073667344765078830,5000,28700000,3300000,37700,20300,still obsessing over this dress,1646966521,0
7072487641081564458,23000,18200000,1400000,31500,33200,win a vacation getaway! make a video using the takis sound and tag @takisusa with #takiswaves and #sweepstakes. good luck!! #takispartner,1646691852,6
7071875281706913066,13000,29800000,4100000,53800,105200,@dixiedamelio,1646549278,0
7070787644426489134,6000,36600000,3700000,28800,33700,@avani,1646296045,0
7070780242712907054,6000,41900000,4600000,30900,64400,@avani,1646294319,0
7070173063941295403,11000,17100000,1300000,25200,16100,@prada #pradafw22,1646152947,2
7069840238994099499,41000,20100000,1400000,21500,7429,come workout with us for free on @fitonapp!! link in bio #fitonpartner,1646075454,2
7069620062956637482,15000,42100000,6300000,36000,48500,@avani,1646024191,0
7069617441357221162,11000,21600000,2600000,17600,19800,@avani i honestly don’t know what i would do without her,1646023580,0
7069617204496747822,29000,15000000,1400000,11700,35600,@avani,1646023525,0
7069555676976205102,29000,16500000,2100000,19800,35400,,1646009199,0
7069516700361837867,7000,22800000,3100000,40100,66600,,1646000124,0
7069248565964721454,10000,17900000,2100000,33800,47900,,1645937694,0
7068494690060012846,11000,160300000,1800000,31100,15400,my soulmate fr @avani,1645762169,0
7068489853687745838,6000,19200000,2000000,15100,20600,@avani,1645761043,0
7068489052659584303,17000,26700000,3800000,16000,22500,🤨 @avani,1645760856,0
7068352118410988847,15000,36500000,4600000,57200,150300,dc @Fred 🤦🏾‍♂️,1645728975,0
7067954913283837230,18000,17400000,1700000,25200,38100,link in bio @Lightricks #damelioslightricks #lightrickspartner,1645636493,4
7067883688318668078,15000,15300000,1800000,23800,13000,lunch in milan @avani @Prada,1645619915,0
7067017737469742383,15000,14600000,1500000,43600,14200,my baby is 9 today!! happy birthday rebel i love you baby!!!,1645418289,0
7066273917408841006,32000,43600000,7700000,75600,53100,today,1645245105,0
7066175096410361135,8000,18800000,2000000,27800,42600,,1645222096,0
7066102758566350126,16000,14000000,1300000,25400,30000,#socialtouristcofounder our @socialtourist feb drop is finally here #wethetourists,1645205256,4
7065764584380058927,10000,17300000,1500000,37800,15300,,1645126517,0
7065735639613967663,8000,21000000,2300000,40100,13000,,1645119778,0
7065429407137238319,8000,18300000,2200000,37900,35700,,1645048479,0
7065131352936631598,11000,14100000,1300000,25600,14700,@gemmah_,1644979081,0
7065082923350773039,33000,24400000,3100000,61300,19200,fidget trading @dixiedamelio,1644967805,0
7064448775170821423,11000,45800000,5500000,124400,78000,@avani,1644820157,0
7063991665962372399,15000,21700000,2300000,32600,20200,ready for the big game @takisusa #takispartner,1644713727,2
7063720564778781998,10000,25100000,3000000,28300,46600,@avani,1644650608,0
7063708895281384750,15000,29600000,4200000,20000,21600,camera work - @dixiedamelio lol…,1644647890,0
7063523858850106671,12000,19600000,2200000,41600,58400,draft,1644604808,0
7063522915127512367,4000,19300000,1900000,18600,23900,y’all asked to see some of my drafts lol,1644604592,0
7063288787694210350,8000,14900000,1600000,22100,31100,,1644550075,0
7063193355873996079,27000,22700000,2500000,24500,28900,never forget the @takisusa snacks…stay tuned for part two #takispartner,1644527856,2
7062984122259655982,10000,14900000,1400000,22100,20200,@avani is the third wheel,1644479143,0
7062972885031308591,7000,23000000,3000000,30500,10900,so happy to have you in my life @avani it’s crazy to see from them to now how far we have come,1644476526,0
7062967357974646062,52000,22700000,3100000,22100,24000,,1644475238,0
7062966049762741551,7000,15800000,1600000,13900,39700,,1644474934,0
7062963979877928238,10000,26300000,4000000,25000,17000,life recently,1644474452,0
7062813195811015982,9000,12400000,1100000,9008,20500,,1644439343,0
7062803525641997615,8000,12900000,1400000,13300,38000,,1644437092,0
7062803294296476974,13000,12000000,1600000,17900,29700,sorry for the long intro but this was my look for last night!!,1644437038,0
7062095758614367534,7000,20000000,2700000,34600,25300,on the way to acting class!!!,1644272301,0
7061024313067130158,8000,33400000,4800000,70000,96200,,1644022836,0
7060996714135833903,10000,16600000,1900000,35100,36500,,1644016411,0
7060289123306835246,31000,16800000,1600000,34300,19400,@drinkmymuse,1643851662,0
7059413478641225006,58000,22600000,2900000,43700,28400,let’s look at old photos of me,1643647786,0
7058379507518180654,7000,40200000,4400000,45300,103900,wearing my @socialtourist crop vest!!,1643407044,0
7058139991662300462,15000,34200000,4000000,27200,39600,i don’t think this worked for me,1643351279,0
7057644028841463086,14000,28000000,3100000,64600,147200,,1643235802,0
7055796087898213679,6000,34100000,3500000,59100,126100,wearing the new @socialtourist v-waist flared yoga pants and hooded logo crop vest so comfy and so cute 🤍🤍,1642805545,0
7055791979736747310,9000,19200000,1400000,19000,50400,#socialtouristcofounder so excited for our first @socialtourist drop of 2022! already living in this green set #wethetourists,1642804589,4
7055051958763392302,9000,34000000,4600000,47600,44400,@avani,1642632289,0
7054297723495009582,60000,45100000,6500000,53200,24900,get ready with me!!,1642456680,0
7053882854962400518,8000,47000000,6500000,82300,15100,i look so good here,1642360086,1
7053705763432221958,15000,26000000,2900000,26400,39500,@dixiedamelio,1642318857,0
7053703208530627846,14000,28200000,3900000,69300,171500,,1642318261,0
7053586727541263622,3000,24400000,2800000,27000,79400,@avani got a hoverboard,1642291139,0
7053226548115066118,15000,17300000,1500000,20400,38800,@Daniel Ruiz @efcollection,1642207279,0
7052466565840751877,15000,24100000,2700000,55700,228900,,1642030331,0
7052085275509509381,68000,19700000,2000000,21100,32900,,1641941555,0
7051770971493043461,10000,17000000,1500000,20100,15600,,1641868376,0
7051731575481978118,7000,22100000,2800000,39800,139800,,1641859203,0
7051320657425992965,11000,37100000,4200000,73500,15300,,1641763528,0
7050998454520171781,59000,18200000,1600000,45400,10000,Reply to @bellaaaaaaa_05,1641688510,0
7050984836915399942,124000,27100000,4100000,50000,31600,unpack and organize with me!!!,1641685339,0
7050968773431528710,151000,17700000,2100000,21900,52900,open packages with me,1641681599,0
7050955200634440965,8000,22700000,3100000,37500,187600,making pasta,1641678439,0
7050694157333056773,6000,25100000,2400000,56200,14300,,1641617665,0
7050548925526379823,47000,18700000,1900000,25000,14800,"thanks to @Spotify’s new lyrics launch, you can now see the lyrics to your favorite songs directly in the app #spotifypartner #spotifylyrics",1641583846,4
7050133625735630086,8000,18900000,2200000,41800,93300,meet dog my turtle,1641487151,0
7049552547979267333,9000,36300000,4600000,47600,44000,@avani,1641351858,0
7049214860353080581,10000,24100000,2400000,34800,122500,@avani,1641273236,0
7049209111799418117,6000,26800000,2900000,10500,9118,and the fact that i have a 15 minute routine to do my lipstick,1641271897,0
7048726573733645574,5000,29200000,3600000,44900,109200,,1641159546,0
7048439790731070726,15000,22900000,2200000,32600,44400,@avani,1641092775,0
7048425919244995846,13000,21500000,2000000,20000,80400,@avani,1641089545,0
7048425120611765510,10000,27200000,3000000,20000,117500,,1641089359,0
7048398457585012015,33000,31500000,3200000,38900,26000,waves > dips @takisusa #takispartner #takiswaves,1641083151,4
7048349073824419078,7000,28700000,3400000,36900,73100,,1641071653,0
7048332950877768966,15000,62500000,6600000,52100,73000,@markellwashington1 dc @brett.sewell,1641067898,0
7048329908837305647,24000,18000000,1100000,9996,6422,#duet with @iamdonovancunningham congrats to the final #stepholiday winner! thanks to everyone that submitted you are all so talented! @step #contest,1641067190,6
7048284236528241925,15000,38700000,4400000,44500,145000,dc @brett.sewell,1641056556,0
7048061753921441029,12000,28900000,3900000,48100,17800,2021 was crazy i cannot wait for you all to see what i am bringing to 2022,1641004755,0
7047949385069513989,11000,18400000,2200000,31600,29500,@bryant @avani,1640978592,0
7047191951187316014,25000,16900000,1100000,18400,4671,#duet with @_alexandra.louise_  congrats to the fifth #stepholiday winner! keep the submissions coming with your @step $username,1640802239,4
7046845787027918085,39000,13500000,736600,12200,3661,#duet with @mariefrancoarttt congrats to the fourth #stepholiday winner! keep the submissions coming with your @step   $username!,1640721641,4
7046546513777954095,18000,14800000,903600,17500,5563,#duet with @art_by__alyssa congrats to the third #stepholiday winner! keep the submissions coming with your @Step $username,1640651961,4
7045771847366905093,10000,23600000,2500000,29600,48200,last holiday yt video is out now go watch all 13!!!!,1640471595,0
7045027078399561006,11000,16500000,1300000,20400,15500,new yt video out now!!!,1640298190,0
7044952152254729519,18000,14400000,1000000,15300,20000,introducing our final @socialtourist drop of 2021! shop vol 7 now #wethetourists #socialtouristcofounder,1640280745,4
